identifier,address,chain,name,symbol,decimals,coingecko,cryptocompare,started,protocol
eip155:1/erc20:0x57C75ECCc8557136D32619a191fBCDc88560d711,0x57C75ECCc8557136D32619a191fBCDc88560d711,1,VeriDocGlobal,VDG,0,veridocglobal,,1523969334,
eip155:1/erc20:0x340D2bdE5Eb28c1eed91B2f790723E3B160613B7,0x340D2bdE5Eb28c1eed91B2f790723E3B160613B7,1,BLOCKv,VEE,18,blockv,,1507766400,
eip155:1/erc20:0xEbeD4fF9fe34413db8fC8294556BBD1528a4DAca,0xEbeD4fF9fe34413db8fC8294556BBD1528a4DAca,1,VenusEnergy,VENUS,3,,,1509828819,
eip155:1/erc20:0x8f3470A7388c05eE4e7AF3d01D8C722b0FF52374,0x8f3470A7388c05eE4e7AF3d01D8C722b0FF52374,1,Veritaseum,VERI,18,veritaseum,,1492951503,
eip155:1/erc20:0x2C974B2d0BA1716E644c1FC59982a89DDD2fF724,0x2C974B2d0BA1716E644c1FC59982a89DDD2fF724,1,Viberate,VIB,18,viberate,,1500336000,
eip155:1/erc20:0xe8Ff5C9c75dEb346acAc493C463C8950Be03Dfba,0xe8Ff5C9c75dEb346acAc493C463C8950Be03Dfba,1,VIBE,VIBE,18,vibe,,1500422400,
eip155:1/erc20:0x2C9023bBc572ff8dc1228c7858A280046Ea8C9E5,0x2C9023bBc572ff8dc1228c7858A280046Ea8C9E5,1,VideoCoin,VID,18,videocoin,,1534139149,
eip155:1/erc20:0x445f51299Ef3307dBD75036dd896565F5B4BF7A5,0x445f51299Ef3307dBD75036dd896565F5B4BF7A5,1,V-ID,VIDT,18,v-id-blockchain,,1534609173,
eip155:1/erc20:0xF03f8D65BaFA598611C3495124093c56e8F638f0,0xF03f8D65BaFA598611C3495124093c56e8F638f0,1,View,VIEW,18,viewly,,1504742400,
eip155:1/erc20:0xd2946be786F35c3Cc402C29b323647aBda799071,0xd2946be786F35c3Cc402C29b323647aBda799071,1,VikkyToken,VIKKY,8,vikkytoken,,1528518303,
eip155:1/erc20:0xF3e014fE81267870624132ef3A646B8E83853a96,0xF3e014fE81267870624132ef3A646B8E83853a96,1,VINchain,VIN,18,vinchain,,1509580800,
eip155:1/erc20:0x23b75Bc7AaF28e2d6628C3f424B3882F8f072a3c,0x23b75Bc7AaF28e2d6628C3f424B3882F8f072a3c,1,Vice Industry Token,VIT,18,vice-industry-token,,1514764800,
eip155:1/erc20:0x1b793E49237758dBD8b752AFC9Eb4b329d5Da016,0x1b793E49237758dBD8b752AFC9Eb4b329d5Da016,1,VITE,VITE,18,vite,,1524614400,
eip155:1/erc20:0x464BADdcE9BD32581a7d59D9Bb8350c7C7764668,0x464BADdcE9BD32581a7d59D9Bb8350c7C7764668,1,Viuly,VIU,18,,,1506297600,
eip155:1/erc20:0x922aC473A3cC241fD3a0049Ed14536452D58D73c,0x922aC473A3cC241fD3a0049Ed14536452D58D73c,1,Vetri,VLD,18,valid,,1514764800,
eip155:1/erc20:0x83eEA00D838f92dEC4D1475697B9f4D3537b56E3,0x83eEA00D838f92dEC4D1475697B9f4D3537b56E3,1,Voise,VOISE,8,voise,,1490659200,
eip155:1/erc20:0xF411903cbC70a74d22900a5DE66A2dda66507255,0xF411903cbC70a74d22900a5DE66A2dda66507255,1,Verasity,VRA,18,verasity,,1611749669,
eip155:1/erc20:0xdF1D6405df92d981a2fB3ce68F6A03baC6C0E41F,0xdF1D6405df92d981a2fB3ce68F6A03baC6C0E41F,1,Verasity old,VRA,18,,,1526601600,
eip155:1/erc20:0x92E78dAe1315067a8819EFD6dCA432de9DCdE2e9,0x92E78dAe1315067a8819EFD6dCA432de9DCdE2e9,1,Veros,VRS,6,veros,,1477958400,
eip155:1/erc20:0xBA3a79D758f19eFe588247388754b8e4d6EddA81,0xBA3a79D758f19eFe588247388754b8e4d6EddA81,1,VeriSafe,VSF,18,verisafe,CPLO,1536796800,
eip155:1/erc20:0x5c543e7AE0A1104f78406C340E9C64FD9fCE5170,0x5c543e7AE0A1104f78406C340E9C64FD9fCE5170,1,vSlice,VSL,18,vslice,,1479147488,
eip155:1/erc20:0x9720b467a710382A232a32F540bDCed7d662a10B,0x9720b467a710382A232a32F540bDCed7d662a10B,1,Vezt,VZT,18,,,1505779200,
eip155:1/erc20:0x4BBbC57aF270138Ef2FF2C50DbfAD684e9E0e604,0x4BBbC57aF270138Ef2FF2C50DbfAD684e9E0e604,1,WABnetwork,WAB,18,,,1529247016,
eip155:1/erc20:0x286BDA1413a2Df81731D4930ce2F862a35A609fE,0x286BDA1413a2Df81731D4930ce2F862a35A609fE,1,Tael,WABI,18,wabi,,1500595200,
eip155:1/erc20:0x39Bb259F66E1C59d5ABEF88375979b4D20D98022,0x39Bb259F66E1C59d5ABEF88375979b4D20D98022,1,WAX,WAX,8,wax,,1507161600,
eip155:1/erc20:0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,1,Wrapped Bitcoin,WBTC,8,wrapped-bitcoin,,1543095952,
eip155:1/erc20:0x840fe75ABfaDc0F2d54037829571B2782e919ce4,0x840fe75ABfaDc0F2d54037829571B2782e919ce4,1,Webcoin,WEB,18,webcoin,,1506816000,
eip155:1/erc20:0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1,WETH,WETH,18,weth,ETH,1513077455,
eip155:1/erc20:0xdD94842C15abfe4c9bAFE4222adE02896Beb064c,0xdD94842C15abfe4c9bAFE4222adE02896Beb064c,1,W Green Pay,WGP,18,w-green-pay,,1551830400,
eip155:1/erc20:0xF4FE95603881D0e07954fD7605E0e9a916e42C44,0xF4FE95603881D0e07954fD7605E0e9a916e42C44,1,WHEN Token,WHEN,18,when-token,,1521411781,
eip155:1/erc20:0x3F17Dd476faF0a4855572F0B6ed5115D9bBA22AD,0x3F17Dd476faF0a4855572F0B6ed5115D9bBA22AD,1,Wibson,WIB,18,,WIB,1537279046,
eip155:1/erc20:0x5e4ABE6419650CA839Ce5BB7Db422b881a6064bB,0x5e4ABE6419650CA839Ce5BB7Db422b881a6064bB,1,Wi Coin,WIC,18,wicoin,,1502110282,
eip155:1/erc20:0x66BaD545596fb17a0B4ebDC003a85dEF10E8F6Ae,0x66BaD545596fb17a0B4ebDC003a85dEF10E8F6Ae,1,Wiki Token,WIKI,18,wiki-token,,1533681266,
eip155:1/erc20:0xD3C00772B24D997A812249ca637a921e81357701,0xD3C00772B24D997A812249ca637a921e81357701,1,Wild Crypto,WILD,18,wild-crypto,,1502119706,
eip155:1/erc20:0xBfaA8cF522136C6FAfC1D53Fe4b85b4603c765b8,0xBfaA8cF522136C6FAfC1D53Fe4b85b4603c765b8,1,WinToken,WIN,18,,WINT,1528126931,
eip155:1/erc20:0x899338b84D25aC505a332aDCE7402d697D947494,0x899338b84D25aC505a332aDCE7402d697D947494,1,WCOIN,WIN,8,wawllet,WCOIN,1514073600,
eip155:1/erc20:0x667088b212ce3d06a1b553a7221E1fD19000d9aF,0x667088b212ce3d06a1b553a7221E1fD19000d9aF,1,Wings DAO,WINGS,18,wings,,1483142400,
eip155:1/erc20:0xDecade1c6Bf2cD9fb89aFad73e4a519C867adcF5,0xDecade1c6Bf2cD9fb89aFad73e4a519C867adcF5,1,Experty Wisdom Token,WIS,18,experty-wisdom-token,,1604695924,
eip155:1/erc20:0x1b22C32cD936cB97C28C5690a0695a82Abf688e6,0x1b22C32cD936cB97C28C5690a0695a82Abf688e6,1,MyWish,WISH,18,wishchain,,1505088000,
eip155:1/erc20:0xF6B55acBBC49f4524Aa48D19281A9A77c54DE10f,0xF6B55acBBC49f4524Aa48D19281A9A77c54DE10f,1,Wolk,WLK,18,,,1505001600,
eip155:1/erc20:0xBFbe5332f172d77811bC6c272844f3e54A7B23bB,0xBFbe5332f172d77811bC6c272844f3e54A7B23bB,1,WeMark,WMK,18,,,1524096000,
eip155:1/erc20:0x0d438F3b5175Bebc262bF23753C1E53d03432bDE,0x0d438F3b5175Bebc262bF23753C1E53d03432bDE,1,Wrapped Nexus Mutual,wNXM,18,wrapped-nxm,,1593733266,
eip155:1/erc20:0x4691937a7508860F876c9c0a2a617E7d9E945D4B,0x4691937a7508860F876c9c0a2a617E7d9E945D4B,1,Wootrade Network,WOO,18,woo-network,,1602855151,
eip155:1/erc20:0x4CF488387F035FF08c371515562CBa712f9015d4,0x4CF488387F035FF08c371515562CBa712f9015d4,1,WePower,WPR,18,wepower,,1515024000,
eip155:1/erc20:0x72aDadb447784dd7AB1F472467750fC485e4cb2d,0x72aDadb447784dd7AB1F472467750fC485e4cb2d,1,Worldcore,WRC,6,worldcore,,1502928000,
eip155:1/erc20:0xb7cB1C96dB6B22b0D3d9536E0108d062BD488F74,0xb7cB1C96dB6B22b0D3d9536E0108d062BD488F74,1,Waltonchain,WTC,18,waltonchain,,1500336000,
eip155:1/erc20:0x84119cb33E8F590D75c2D6Ea4e6B0741a7494EDA,0x84119cb33E8F590D75c2D6Ea4e6B0741a7494EDA,1,Giga Watt Token,WTT,0,giga-watt-token,,1494547200,
eip155:1/erc20:0xd8950fDeaa10304B7A7Fd03a2FC66BC39f3c711a,0xd8950fDeaa10304B7A7Fd03a2FC66BC39f3c711a,1,Wysker,WYS,18,,,1506902400,
eip155:1/erc20:0x910Dfc18D6EA3D6a7124A6F8B5458F281060fa4c,0x910Dfc18D6EA3D6a7124A6F8B5458F281060fa4c,1,X8X Token,X8X,18,x8-project,,1509845197,
eip155:1/erc20:0x80DC468671316E50D4E9023D3db38D3105c1C146,0x80DC468671316E50D4E9023D3db38D3105c1C146,1,xAAVEa,xAAVEa,18,xaavea,,1606451749,
eip155:1/erc20:0x704De5696dF237c5B9ba0De9ba7e0C63dA8eA0Df,0x704De5696dF237c5B9ba0De9ba7e0C63dA8eA0Df,1,xAAVEb,xAAVEb,18,xaaveb,,1606456410,
eip155:1/erc20:0x4DF812F6064def1e5e029f1ca858777CC98D2D81,0x4DF812F6064def1e5e029f1ca858777CC98D2D81,1,Xaurum,XAUR,8,xaurum,,1470667584,
eip155:1/erc20:0x49AeC0752E68D0282Db544C677f6BA407BA17ED7,0x49AeC0752E68D0282Db544C677f6BA407BA17ED7,1,Billionaire Token,XBL,18,billionaire-token,,1501610896,
eip155:1/erc20:0x28dee01D53FED0Edf5f6E310BF8Ef9311513Ae40,0x28dee01D53FED0Edf5f6E310BF8Ef9311513Ae40,1,BlitzPredict,XBP,18,blitzpredict,BPX,1512864000,
eip155:1/erc20:0x1E26b3D07E57F453caE30F7DDd2f945f5bF3EF33,0x1E26b3D07E57F453caE30F7DDd2f945f5bF3EF33,1,ClearCoin,XCLR,8,,,1515369600,
eip155:1/erc20:0xA017ac5faC5941f95010b12570B812C974469c2C,0xA017ac5faC5941f95010b12570B812C974469c2C,1,Proxeus,XES,18,proxeus,,1516953727,
eip155:1/erc20:0x054C64741dBafDC19784505494029823D89c3b13,0x054C64741dBafDC19784505494029823D89c3b13,1,ETERNAL TOKEN,XET,8,,,1525067226,
eip155:1/erc20:0xE4E822C0d5b329E8BB637972467d2E313824eFA0,0xE4E822C0d5b329E8BB637972467d2E313824eFA0,1,dfinance,XFI,18,dfinance,,1599068086,
eip155:1/erc20:0xB110eC7B1dcb8FAB8dEDbf28f53Bc63eA5BEdd84,0xB110eC7B1dcb8FAB8dEDbf28f53Bc63eA5BEdd84,1,Sphere Identity,XID,8,,,1499082058,
eip155:1/erc20:0x8F6A193C8B3c949E1046f1547C3A3f0836944E4b,0x8F6A193C8B3c949E1046f1547C3A3f0836944E4b,1,xINCHa,xINCHa,18,xincha,,1611777065,
eip155:1/erc20:0x6B33f15360cedBFB8F60539ec828ef52910acA9b,0x6B33f15360cedBFB8F60539ec828ef52910acA9b,1,xINCHb,xINCHb,18,xinchb,,1611779302,
eip155:1/erc20:0x0f8c45B896784A1E408526B9300519ef8660209c,0x0f8c45B896784A1E408526B9300519ef8660209c,1,XMax,XMX,8,xmax,,1506902400,
eip155:1/erc20:0xBC86727E770de68B1060C91f6BB6945c73e10388,0xBC86727E770de68B1060C91f6BB6945c73e10388,1,Ink Protocol,XNK,18,ink-protocol,,1510704000,
eip155:1/erc20:0xab95E915c123fdEd5BDfB6325e35ef5515F1EA69,0xab95E915c123fdEd5BDfB6325e35ef5515F1EA69,1,Xenon,XNN,18,,,1505981778,
eip155:1/erc20:0x40FD72257597aA14C7231A7B1aaa29Fce868F677,0x40FD72257597aA14C7231A7B1aaa29Fce868F677,1,Sora Token,XOR,18,sora,,1571141236,
eip155:1/erc20:0x153eD9CC1b792979d2Bde0BBF45CC2A7e436a5F9,0x153eD9CC1b792979d2Bde0BBF45CC2A7e436a5F9,1,XOVBank,XOV,18,xov,,1524920924,
eip155:1/erc20:0xBB1fA4FdEB3459733bF67EbC6f893003fA976a82,0xBB1fA4FdEB3459733bF67EbC6f893003fA976a82,1,Bitnation,XPAT,18,pangea,,1492387200,
eip155:1/erc20:0xB24754bE79281553dc1adC160ddF5Cd9b74361a4,0xB24754bE79281553dc1adC160ddF5Cd9b74361a4,1,Rialto,XRL,9,,,1499339032,
eip155:1/erc20:0x94FC5934cF5970E944a67de806eEB5a4b493c6E6,0x94FC5934cF5970E944a67de806eEB5a4b493c6E6,1,3X Short XRP Token,XRPBEAR,18,3x-short-xrp-token,,1552867200,
eip155:1/erc20:0x27c1bA4F85b8dC1c150157816623A6Ce80b7F187,0x27c1bA4F85b8dC1c150157816623A6Ce80b7F187,1,3X Long XRP Token,XRPBULL,18,3x-long-xrp-token,,1552867200,
eip155:1/erc20:0x2367012aB9c3da91290F71590D5ce217721eEfE4,0x2367012aB9c3da91290F71590D5ce217721eEfE4,1,xSNXa,xSNXa,18,xsnx,,1601566970,
eip155:1/erc20:0x6bC1F3A1ae56231DbB64d3E82E070857EAe86045,0x6bC1F3A1ae56231DbB64d3E82E070857EAe86045,1,Xensor,XSR,18,xensor,,1571636345,
eip155:1/erc20:0x7F3EDcdD180Dbe4819Bd98FeE8929b5cEdB3AdEB,0x7F3EDcdD180Dbe4819Bd98FeE8929b5cEdB3AdEB,1,xToken,XTK,18,xtoken,,1614218700,
eip155:1/erc20:0x6368e1E18c4C419DDFC608A0BEd1ccb87b9250fc,0x6368e1E18c4C419DDFC608A0BEd1ccb87b9250fc,1,Tap,XTP,18,tidepay,,1576627200,
eip155:1/erc20:0xc324a2f6b05880503444451B8b27e6f9e63287Cb,0xc324a2f6b05880503444451B8b27e6f9e63287Cb,1,Exchange Union,XUC,18,exchange-union,,1502428013,
eip155:1/erc20:0x55296f69f40Ea6d20E478533C15A6B08B654E758,0x55296f69f40Ea6d20E478533C15A6B08B654E758,1,XY Oracle,XYO,18,xyo-network,,1515221841,
eip155:1/erc20:0x0AaCfbeC6a24756c20D41914F2caba817C0d8521,0x0AaCfbeC6a24756c20D41914F2caba817C0d8521,1,YAMv3,YAM,18,yam-2,,1597121253,
eip155:1/erc20:0x0e2298E3B3390e3b945a5456fBf59eCc3f55DA16,0x0e2298E3B3390e3b945a5456fBf59eCc3f55DA16,1,YAM,YAM,18,yam-2,,1597121253,
eip155:1/erc20:0xAba8cAc6866B83Ae4eec97DD07ED254282f6aD8A,0xAba8cAc6866B83Ae4eec97DD07ED254282f6aD8A,1,YAMv2,YAMv2,24,yam-v2,,1597849378,
eip155:1/erc20:0x922105fAd8153F516bCfB829f56DC097a0E1D705,0x922105fAd8153F516bCfB829f56DC097a0E1D705,1,YEE,YEE,18,yee,,1515456000,
eip155:1/erc20:0xcA2796F9F61dc7b238Aab043971e49c6164DF375,0xcA2796F9F61dc7b238Aab043971e49c6164DF375,1,YGGDRASH,YEED,18,yggdrash,YEED,1532414987,
eip155:1/erc20:0xb4bebD34f6DaaFd808f73De0d10235a92Fbb6c3D,0xb4bebD34f6DaaFd808f73De0d10235a92Fbb6c3D,1,Yearn Ecosystem Token Index,YETI,18,yearn-ecosystem-token-index,,1607534185,
eip155:1/erc20:0x0bc529c00C6401aEF6D220BE8C6Ea1667F6Ad93e,0x0bc529c00C6401aEF6D220BE8C6Ea1667F6Ad93e,1,yearn.finance,YFI,18,yearn-finance,,1594972885,
eip155:1/erc20:0xa1d0E215a23d7030842FC67cE582a6aFa3CCaB83,0xa1d0E215a23d7030842FC67cE582a6aFa3CCaB83,1,YFII.finance,YFII,18,yfii-finance,,1595768700,
eip155:1/erc20:0x28cb7e841ee97947a86B06fA4090C8451f64c0be,0x28cb7e841ee97947a86B06fA4090C8451f64c0be,1,YFLink,YFL,18,yflink,,1596432467,
eip155:1/erc20:0x45f24BaEef268BB6d63AEe5129015d69702BCDfa,0x45f24BaEef268BB6d63AEe5129015d69702BCDfa,1,YFValue,YFV,18,value-liquidity,,1597602120,
eip155:1/erc20:0x34364BEe11607b1963d66BCA665FDE93fCA666a8,0x34364BEe11607b1963d66BCA665FDE93fCA666a8,1,YOU COIN,YOU,18,you-chain,,1520696174,
eip155:1/erc20:0xcbeAEc699431857FDB4d37aDDBBdc20E132D4903,0xcbeAEc699431857FDB4d37aDDBBdc20E132D4903,1,YOYOW,YOYOW,18,yoyow,YOYOW,1490054400,
eip155:1/erc20:0x17525E4f4Af59fbc29551bC4eCe6AB60Ed49CE31,0x17525E4f4Af59fbc29551bC4eCe6AB60Ed49CE31,1,PieDAO Yearn Ecosystem Pie,YPIE,18,piedao-yearn-ecosystem-pie,,1608299408,
eip155:1/erc20:0xD9A12Cde03a86E800496469858De8581D3A5353d,0xD9A12Cde03a86E800496469858De8581D3A5353d,1,Crowdholding,YUP,18,crowdholding,,1520444035,
eip155:1/erc20:0x6781a0F84c7E9e846DCb84A9a5bd49333067b104,0x6781a0F84c7E9e846DCb84A9a5bd49333067b104,1,Zap,ZAP,18,zap,,1506985286,
eip155:1/erc20:0xb9EF770B6A5e12E45983C5D80545258aA38F3B78,0xb9EF770B6A5e12E45983C5D80545258aA38F3B78,1,0Chain,ZCN,10,0chain,,1527724800,
eip155:1/erc20:0x2008e3057BD734e10AD13c9EAe45Ff132aBc1722,0x2008e3057BD734e10AD13c9EAe45Ff132aBc1722,1,Zebi,ZCO,8,zebi,,1517788800,
eip155:1/erc20:0xe7E4279b80D319EDe2889855135A22021baf0907,0xe7E4279b80D319EDe2889855135A22021baf0907,1,ZeusNetwork,ZEUS,18,zuescrowdfunding,,1537847692,
eip155:1/erc20:0x05f4a42e251f2d52b8ed15E9FEdAacFcEF1FAD27,0x05f4a42e251f2d52b8ed15E9FEdAacFcEF1FAD27,1,Zilliqa,ZIL,12,zilliqa,,1509926400,
eip155:1/erc20:0x4AaC461C86aBfA71e9d00d9a2cde8d74E4E1aeEa,0x4AaC461C86aBfA71e9d00d9a2cde8d74E4E1aeEa,1,ZINC,ZINC,18,zinc,,1504483200,
eip155:1/erc20:0xA9d2927d3a04309E008B6af6E2e282AE2952e7fD,0xA9d2927d3a04309E008B6af6E2e282AE2952e7fD,1,Zipper,ZIP,18,zip,,1517144782,
eip155:1/erc20:0xEDD7c94FD7B4971b916d15067Bc454b9E1bAD980,0xEDD7c94FD7B4971b916d15067Bc454b9E1bAD980,1,Zippie,ZIPT,18,zippie,,1522297282,
eip155:1/erc20:0xf3C092cA8CD6D3d4ca004Dc1d0f1fe8CcAB53599,0xf3C092cA8CD6D3d4ca004Dc1d0f1fe8CcAB53599,1,Zeex Token,ZIX,18,,,1525132800,
eip155:1/erc20:0xfd8971d5E8E1740cE2d0A84095fCA4De729d0c16,0xfd8971d5E8E1740cE2d0A84095fCA4De729d0c16,1,Zilla,ZLA,18,zilla,,1512044787,
eip155:1/erc20:0x554FFc77F4251a9fB3c0E3590a6a205f8d4e067D,0x554FFc77F4251a9fB3c0E3590a6a205f8d4e067D,1,ZMINE,ZMN,18,zmine,,1516354221,
eip155:1/erc20:0xb5b8F5616Fe42d5ceCA3e87F3FddbDd8F496d760,0xb5b8F5616Fe42d5ceCA3e87F3FddbDd8F496d760,1,ZPER,ZPR,18,zper,,1522281600,
eip155:1/erc20:0xE41d2489571d322189246DaFA5ebDe1F4699F498,0xE41d2489571d322189246DaFA5ebDe1F4699F498,1,0x,ZRX,18,0x,,1502476756,
eip155:1/erc20:0x7A41e0517a5ecA4FdbC7FbebA4D4c47B9fF6DC63,0x7A41e0517a5ecA4FdbC7FbebA4D4c47B9fF6DC63,1,Zeusshield,ZSC,18,zeusshield,,1499618354,
eip155:1/erc20:0x83e2BE8d114F9661221384B3a50d24B96a5653F5,0x83e2BE8d114F9661221384B3a50d24B96a5653F5,1,0xcert,ZXC,18,0xcert,,1530019175,
eip155:1/erc20:0xE1BA0FB44CCb0D11b80F92f4f8Ed94CA3fF51D00,0xE1BA0FB44CCb0D11b80F92f4f8Ed94CA3fF51D00,1,Aave Interest bearing BAT,aBAT,18,aave-bat,BAT,1578501629,aave
eip155:1/erc20:0x05Ec93c0365baAeAbF7AefFb0972ea7ECdD39CF1,0x05Ec93c0365baAeAbF7AefFb0972ea7ECdD39CF1,1,Aave Interest bearing BAT v2,aBAT,18,aave-bat,BAT,1606832522,aave-v2
eip155:1/erc20:0xba3D9687Cf50fE253cd2e1cFeEdE1d6787344Ed5,0xba3D9687Cf50fE253cd2e1cFeEdE1d6787344Ed5,1,Aave Interest bearing Aave Token,aAAVE,18,aave,AAVE,1603204313,aave
eip155:1/erc20:0xFFC97d72E13E01096502Cb8Eb52dEe56f74DAD7B,0xFFC97d72E13E01096502Cb8Eb52dEe56f74DAD7B,1,Aave Interest bearing Aave Token v2,aAAVE,18,aave,AAVE,1606832522,aave-v2
eip155:1/erc20:0x6Ee0f7BB50a54AB5253dA0667B0Dc2ee526C30a8,0x6Ee0f7BB50a54AB5253dA0667B0Dc2ee526C30a8,1,Aave Interest bearing Binance USD,aBUSD,18,aave-busd,BUSD,1585230197,aave
eip155:1/erc20:0xA361718326c15715591c299427c62086F69923D9,0xA361718326c15715591c299427c62086F69923D9,1,Aave Interest bearing Binance USD v2,aBUSD,18,aave-busd,BUSD,1606832522,aave-v2
eip155:1/erc20:0x8dAE6Cb04688C62d939ed9B68d32Bc62e49970b1,0x8dAE6Cb04688C62d939ed9B68d32Bc62e49970b1,1,Aave interest bearing CRV,aCRV,18,curve-dao-token,CRV,1609105615,aave-v2
eip155:1/erc20:0xfC1E690f61EFd961294b3e1Ce3313fBD8aa4f85d,0xfC1E690f61EFd961294b3e1Ce3313fBD8aa4f85d,1,Aave Interest bearing DAI,aDAI,18,aave-dai,DAI,1578501167,aave
eip155:1/erc20:0x028171bCA77440897B824Ca71D1c56caC55b68A3,0x028171bCA77440897B824Ca71D1c56caC55b68A3,1,Aave Interest bearing DAI v2,aDAI,18,aave-dai,DAI,1606832522,aave-v2
eip155:1/erc20:0x712DB54daA836B53Ef1EcBb9c6ba3b9Efb073F40,0x712DB54daA836B53Ef1EcBb9c6ba3b9Efb073F40,1,Aave Interest bearing ENJ,aENJ,18,aave-enj,ENJ,1594921488,aave
eip155:1/erc20:0xaC6Df26a590F08dcC95D5a4705ae8abbc88509Ef,0xaC6Df26a590F08dcC95D5a4705ae8abbc88509Ef,1,Aave Interest bearing ENJ v2,aENJ,18,aave-enj,ENJ,1606832588,aave-v2
eip155:1/erc20:0x3a3A65aAb0dd2A17E3F1947bA16138cd37d08c04,0x3a3A65aAb0dd2A17E3F1947bA16138cd37d08c04,1,Aave Interest bearing ETH,aETH,18,aave-eth-v1,ETH,1578501678,aave
eip155:1/erc20:0xD37EE7e4f452C6638c96536e68090De8cBcdb583,0xD37EE7e4f452C6638c96536e68090De8cBcdb583,1,Aave Interest bearing GUSD,aGUSD,2,gemini-dollar,GUSD,1609615002,aave-v2
eip155:1/erc20:0x9D91BE44C06d373a8a226E1f3b146956083803eB,0x9D91BE44C06d373a8a226E1f3b146956083803eB,1,Aave Interest bearing KNC,aKNC,18,aave-knc,KNC,1578501790,aave
eip155:1/erc20:0x39C6b3e42d6A679d7D776778Fe880BC9487C2EDA,0x39C6b3e42d6A679d7D776778Fe880BC9487C2EDA,1,Aave Interest bearing KNC v2,aKNC,18,aave-knc,KNC,1606832588,aave-v2
eip155:1/erc20:0x7D2D3688Df45Ce7C552E19c27e007673da9204B8,0x7D2D3688Df45Ce7C552E19c27e007673da9204B8,1,Aave Interest bearing LEND,aLEND,18,ethlend,LEND,1578501530,aave
eip155:1/erc20:0xA64BD6C70Cb9051F6A9ba1F163Fdc07E0DfB5F84,0xA64BD6C70Cb9051F6A9ba1F163Fdc07E0DfB5F84,1,Aave Interest bearing LINK,aLINK,18,aave-link,LINK,1578501727,aave
eip155:1/erc20:0xa06bC25B5805d5F8d82847D191Cb4Af5A3e873E0,0xa06bC25B5805d5F8d82847D191Cb4Af5A3e873E0,1,Aave Interest bearing LINK v2,aLINK,18,aave-link,LINK,1606832588,aave-v2
eip155:1/erc20:0x6FCE4A401B6B80ACe52baAefE4421Bd188e76F6f,0x6FCE4A401B6B80ACe52baAefE4421Bd188e76F6f,1,Aave Interest bearing MANA,aMANA,18,aave-mana,MANA,1578502029,aave
eip155:1/erc20:0xa685a61171bb30d4072B338c80Cb7b2c865c873E,0xa685a61171bb30d4072B338c80Cb7b2c865c873E,1,Aave Interest bearing MANA v2,aMANA,18,aave-mana,MANA,1606832588,aave-v2
eip155:1/erc20:0x7deB5e830be29F91E298ba5FF1356BB7f8146998,0x7deB5e830be29F91E298ba5FF1356BB7f8146998,1,Aave Interest bearing MKR,aMKR,18,aave-mkr,MKR,1578502011,aave
eip155:1/erc20:0xc713e5E149D5D0715DcD1c156a020976e7E56B88,0xc713e5E149D5D0715DcD1c156a020976e7E56B88,1,Aave Interest bearing MKR v2,aMKR,18,aave-mkr,MKR,1606832623,aave-v2
eip155:1/erc20:0x69948cC03f478B95283F7dbf1CE764d0fc7EC54C,0x69948cC03f478B95283F7dbf1CE764d0fc7EC54C,1,Aave Interest bearing REN,aREN,18,aave-ren,REN,1594923128,aave
eip155:1/erc20:0xCC12AbE4ff81c9378D670De1b57F8e0Dd228D77a,0xCC12AbE4ff81c9378D670De1b57F8e0Dd228D77a,1,Aave Interest bearing REN v2,aREN,18,aave-ren,REN,1606832623,aave-v2
eip155:1/erc20:0x71010A9D003445aC60C4e6A7017c1E89A477B438,0x71010A9D003445aC60C4e6A7017c1E89A477B438,1,Aave Interest bearing REP,aREP,18,aave-rep,REP,1578501835,aave
eip155:1/erc20:0x328C4c80BC7aCa0834Db37e6600A6c49E12Da4DE,0x328C4c80BC7aCa0834Db37e6600A6c49E12Da4DE,1,Aave Interest bearing SNX,aSNX,18,aave-snx,SNX,1578502126,aave
eip155:1/erc20:0x35f6B052C598d933D69A4EEC4D04c73A191fE6c2,0x35f6B052C598d933D69A4EEC4D04c73A191fE6c2,1,Aave Interest bearing SNX v2,aSNX,18,aave-snx,SNX,1606832623,aave-v2
eip155:1/erc20:0x625aE63000f46200499120B906716420bd059240,0x625aE63000f46200499120B906716420bd059240,1,Aave Interest bearing SUSD,aSUSD,18,aave-susd,sUSD,1578501472,aave
eip155:1/erc20:0x6C5024Cd4F8A59110119C56f8933403A539555EB,0x6C5024Cd4F8A59110119C56f8933403A539555EB,1,Aave Interest bearing SUSD v2,aSUSD,18,aave-susd,sUSD,1606832623,aave-v2
eip155:1/erc20:0x4DA9b813057D04BAef4e5800E36083717b4a0341,0x4DA9b813057D04BAef4e5800E36083717b4a0341,1,Aave Interest bearing TUSD,aTUSD,18,aave-tusd,TUSD,1578501282,aave
eip155:1/erc20:0x101cc05f4A51C0319f570d5E146a8C625198e636,0x101cc05f4A51C0319f570d5E146a8C625198e636,1,Aave Interest bearing TUSD v2,aTUSD,18,aave-tusd,TUSD,1606832636,aave-v2
